il;ilçe;semt_bucak_belde;Mahalle;PK
BALIKESIR;ALTIEYLUL;ALTIEYLUL;SUTLUCE MAH;10100
BALIKESIR;ALTIEYLUL;ALTIEYLUL;TURKALI MAH;10100
BALIKESIR;ALTIEYLUL;ALTIEYLUL;YAKUPKOY MAH;10100
BALIKESIR;ALTIEYLUL;ALTIEYLUL;YENICE MAH;10100
BALIKESIR;ALTIEYLUL;ALTIEYLUL;YILDIZ MAH;10100
BALIKESIR;ALTIEYLUL;ERTUGRUL;ALIAGA MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;BAGALAN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;BAHCEDERE MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;BESPINAR MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;CAMKOY MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;CUKURHUSEYIN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;DALLIMANDIRA MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;DEREKOY MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;ERTUGRUL MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KARAKAVAK MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KARAMANLAR MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KOZOREN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KUTLUDUGUN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KUYUALAN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;KUPELER MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;MACARLAR MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;MERYEMDERE MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;SARIALAN MAH;10190
BALIKESIR;ALTIEYLUL;ERTUGRUL;YESILYURT MAH;10190
BALIKESIR;ALTIEYLUL;GUNDOGAN;1.GUNDOGAN MAH;10040
BALIKESIR;ALTIEYLUL;GUNDOGAN;2.GUNDOGAN MAH;10040
BALIKESIR;ALTIEYLUL;GUNDOGAN;GUMUSCESME MAH;10040
BALIKESIR;ALTIEYLUL;KONAKPINAR;ATAKOY MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;AYVACIK MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;BAYAT MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;BEREKETLI MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;BOZEN MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;CAKILLIK MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;CINARLIDERE MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;CIFTCIDERE MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;DEDEBURNU MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;DISBUDAK MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KARABEYLER MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KILCILAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KIRAZKOY MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KIRAZPINAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KONAKPINAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KOZDEREGUVEM MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;KUSKAYA MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;SIVATPINAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;TASKOY MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;TASPINAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;TAYYIPLER MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;TURNALAR MAH;10195
BALIKESIR;ALTIEYLUL;KONAKPINAR;YESILLER MAH;10195
BALIKESIR;ALTIEYLUL;PAMUKCU;PAMUKCU MAH;10140
BALIKESIR;ALTIEYLUL;PLEVNE;BAHCELIEVLER MAH;10050
BALIKESIR;ALTIEYLUL;PLEVNE;HASAN BASRI CANTAY MAH;10050
BALIKESIR;ALTIEYLUL;PLEVNE;PLEVNE MAH;10050
BALIKESIR;AYVALIK;ALIBEYADASI;MITHATPASA MAH;10405
BALIKESIR;AYVALIK;ALIBEYADASI;NAMIK KEMAL MAH;10405
BALIKESIR;AYVALIK;ALTINOVA;ALTINOVA MAH;10280
BALIKESIR;AYVALIK;AYVALIK;150 EVLER MAH;10400
BALIKESIR;AYVALIK;AYVALIK;AKCAPINAR MAH;10400
BALIKESIR;AYVALIK;AYVALIK;ALI CETINKAYA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;BAGYUZU MAH;10400
BALIKESIR;AYVALIK;AYVALIK;BESIKTEPE MAH;10400
BALIKESIR;AYVALIK;AYVALIK;BULUTCESME MAH;10400
BALIKESIR;AYVALIK;AYVALIK;CAKMAK MAH;10400
BALIKESIR;AYVALIK;AYVALIK;CAMOBA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;FETHIYE MAH;10400
BALIKESIR;AYVALIK;AYVALIK;FEVZIPASA-VEHBIBEY MAH;10400
BALIKESIR;AYVALIK;AYVALIK;GAZI KEMAL PASA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;HACIVELILER MAH;10400
BALIKESIR;AYVALIK;AYVALIK;HAMDIBEY MAH;10400
BALIKESIR;AYVALIK;AYVALIK;HAYRETTINPASA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;ISMETPASA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;KARAAYIT MAH;10400
BALIKESIR;AYVALIK;AYVALIK;KAZIM KARABEKIR MAH;10400
BALIKESIR;AYVALIK;AYVALIK;KIRCALAR MAH;10400
BALIKESIR;AYVALIK;AYVALIK;MURATELI MAH;10400
BALIKESIR;AYVALIK;AYVALIK;MUTLU MAH;10400
BALIKESIR;AYVALIK;AYVALIK;ODABURNU MAH;10400
BALIKESIR;AYVALIK;AYVALIK;SAHIL KENT MAH;10400
BALIKESIR;AYVALIK;AYVALIK;SAKARYA MAH;10400
BALIKESIR;AYVALIK;AYVALIK;SEFA CAMLIK MAH;10400
BALIKESIR;AYVALIK;AYVALIK;TIFILLAR MAH;10400
BALIKESIR;AYVALIK;AYVALIK;TURKOZU MAH;10400
BALIKESIR;AYVALIK;AYVALIK;UCKABAAGAC MAH;10400
BALIKESIR;AYVALIK;AYVALIK;YENI MAH;10400
BALIKESIR;AYVALIK;AYVALIK;YENIKOY MAH;10400
BALIKESIR;AYVALIK;AYVALIK;ZEKIBEY MAH;10400
BALIKESIR;AYVALIK;KUCUKKOY;KUCUKKOY MAH;10410
BALIKESIR;BALYA;BALYA;ENVERPASA MAH;10840
BALIKESIR;BALYA;BALYA;KOCA CAMII MAH;10840
BALIKESIR;BALYA;PATLAK;AKBAS MAH;10842
BALIKESIR;BALYA;PATLAK;ALIDEMIRCI MAH;10842
BALIKESIR;BALYA;PATLAK;BENGILER MAH;10842
BALIKESIR;BALYA;PATLAK;CAKALLAR MAH;10842
BALIKESIR;BALYA;PATLAK;CALOVA MAH;10842
BALIKESIR;BALYA;PATLAK;CAMAVSAR MAH;10842
BALIKESIR;BALYA;PATLAK;CAMUCU MAH;10842
BALIKESIR;BALYA;PATLAK;CARMIK MAH;10842
BALIKESIR;BALYA;PATLAK;CIGDEM MAH;10842
BALIKESIR;BALYA;PATLAK;CUKURCAK MAH;10842
BALIKESIR;BALYA;PATLAK;DANISMENT MAH;10842
BALIKESIR;BALYA;PATLAK;DEGIRMENDERE MAH;10842
BALIKESIR;BALYA;PATLAK;DEREKOY MAH;10842
BALIKESIR;BALYA;PATLAK;DOGANLAR MAH;10842
BALIKESIR;BALYA;PATLAK;FARSAK MAH;10842
BALIKESIR;BALYA;PATLAK;GOKMUSA MAH;10842
BALIKESIR;BALYA;PATLAK;GOKTEPE MAH;10842
BALIKESIR;BALYA;PATLAK;GOLOBA MAH;10842
BALIKESIR;BALYA;PATLAK;HABIPLER MAH;10842
BALIKESIR;BALYA;PATLAK;HACIHUSEYIN MAH;10842
BALIKESIR;BALYA;PATLAK;HAVUTBASI MAH;10842
BALIKESIR;BALYA;PATLAK;ILICA MAH;10842
BALIKESIR;BALYA;PATLAK;KADIKOY MAH;10842
BALIKESIR;BALYA;PATLAK;KARACAHISAR MAH;10842
BALIKESIR;BALYA;PATLAK;KARLIK MAH;10842
BALIKESIR;BALYA;PATLAK;KASIKCI MAH;10842
BALIKESIR;BALYA;PATLAK;KAVAKALANI MAH;10842
BALIKESIR;BALYA;PATLAK;KAYALAR MAH;10842
BALIKESIR;BALYA;PATLAK;KAYAPINAR MAH;10842
BALIKESIR;BALYA;PATLAK;KOCABUK MAH;10842
BALIKESIR;BALYA;PATLAK;KOYUNERI MAH;10842
BALIKESIR;BALYA;PATLAK;MANCILIK MAH;10842
BALIKESIR;BALYA;PATLAK;MEDRESE MAH;10842
BALIKESIR;BALYA;PATLAK;MUSTECAP MAH;10842
BALIKESIR;BALYA;PATLAK;NARLI MAH;10842
BALIKESIR;BALYA;PATLAK;ORHANLAR MAH;10842
BALIKESIR;BALYA;PATLAK;ORENKOY MAH;10842
BALIKESIR;BALYA;PATLAK;PATLAK MAH;10842
BALIKESIR;BALYA;PATLAK;SEMIZKOY MAH;10842
BALIKESIR;BALYA;PATLAK;SOBUCEALAN MAH;10842
BALIKESIR;BALYA;PATLAK;YARISALANI MAH;10842
BALIKESIR;BALYA;PATLAK;YAYLACIK MAH;10842
BALIKESIR;BALYA;PATLAK;YAZLIK MAH;10842
BALIKESIR;BALYA;PATLAK;YENIKAVAK MAH;10842
BALIKESIR;BANDIRMA;AKSAKAL;DOGA MAH;10245
BALIKESIR;BANDIRMA;AKSAKAL;ERGILI MAH;10245
BALIKESIR;BANDIRMA;AKSAKAL;KIRAZLI MAH;10245
BALIKESIR;BANDIRMA;AKSAKAL;KUSCENNETI MAH;10245
BALIKESIR;BANDIRMA;AKSAKAL;YESILCOMLU MAH;10245
BALIKESIR;BANDIRMA;BANDIRMA;100.YIL MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;17 EYLUL MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;600 EVLER MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;AKSAKAL MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;AYYILDIZ MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;BENTBASI MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;CALISKANLAR MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;CINARLI MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;DERE MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;EDINCIK MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;GUNAYDIN MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;HACI YUSUF MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;HAYDAR CAVUS MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;IHSANIYE MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;KARACALILIK MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;KAYACIK MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;LEVENT MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;PASABAYIR MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;PASAKENT MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;PASAKONAK MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;PASAMESCIT MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;SUNULLAH MAH;10200
BALIKESIR;BANDIRMA;BANDIRMA;YENI MAH;10200
BALIKESIR;BANDIRMA;DOGRUCA;AKCAPINAR MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;BEREKETLI MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;CAKILKOY MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;DEDEOBA MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;DOGRUCA MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;DUTLIMAN MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;EMRE MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;ERIKLI MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;ESKIZIRAATLI MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;MAHBUBELER MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;OMERLI MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;YENICE MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;YENISIGIRCI MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;YENIYENICE MAH;10202
BALIKESIR;BANDIRMA;DOGRUCA;YENIZIRAATLI MAH;10202
BALIKESIR;BANDIRMA;EDINCIK;BEYKOY MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;BEZIRCI MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;CARIKKOY MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;CEPNI MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;CINGE MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;DOGANPINAR MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;GOLYAKA MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;HIDIRKOY MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;KULEFLI MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;MISAKCA MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;ORHANIYE MAH;10250
BALIKESIR;BANDIRMA;EDINCIK;SIRINCAVUS MAH;10250
BALIKESIR;BIGADIC;BIGADIC;4 EYLUL MAH;10440
BALIKESIR;BIGADIC;BIGADIC;ABACI MAH;10440
BALIKESIR;BIGADIC;BIGADIC;CAMII MAH;10440
BALIKESIR;BIGADIC;BIGADIC;CAVUS MAH;10440
BALIKESIR;BIGADIC;BIGADIC;EMEK MAH;10440
BALIKESIR;BIGADIC;BIGADIC;FETHIBEY MAH;10440
BALIKESIR;BIGADIC;BIGADIC;KUYU MAH;10440
BALIKESIR;BIGADIC;BIGADIC;ORTA MAH;10440
BALIKESIR;BIGADIC;BIGADIC;SERVI MAH;10440
BALIKESIR;BIGADIC;CAGIS;AKYAR MAH;10463
BALIKESIR;BIGADIC;CAGIS;BASCESME MAH;10463
BALIKESIR;BIGADIC;CAGIS;CAGIS MAH;10463
BALIKESIR;BIGADIC;CAGIS;COMLEKCI MAH;10463
BALIKESIR;BIGADIC;CAGIS;DEGIRMENLI MAH;10463
BALIKESIR;BIGADIC;CAGIS;ESENLI MAH;10463
BALIKESIR;BIGADIC;CAGIS;GUVEMCETMI MAH;10463
BALIKESIR;BIGADIC;CAGIS;KUCUKYENIKOY MAH;10463
BALIKESIR;BIGADIC;CAGIS;YESILDERE MAH;10463
BALIKESIR;BIGADIC;SALMANLI;ADALI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ALANKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ALTINLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ASAGICAMLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ASAGIGOCEK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BABAKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BADEMLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BALATLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BEGENDIKLER MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BEKIRLER MAH;10442
BALIKESIR;BIGADIC;SALMANLI;BOZBUK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;CAMKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;CAYUSTU MAH;10442
BALIKESIR;BIGADIC;SALMANLI;CEKIRDEKLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;CERIBASI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;CITAK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DAVUTCA MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DAVUTLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DEDECINAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DERE CERKES MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DIKKONAK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DOGANCAM MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DURASILAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;DUNDARCIK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ELYAPAN MAH;10442
BALIKESIR;BIGADIC;SALMANLI;EMIRLER MAH;10442
BALIKESIR;BIGADIC;SALMANLI;HACIOMERDERESI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;HAMIDIYE MAH;10442
BALIKESIR;BIGADIC;SALMANLI;HISARKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ISIKLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;IGCILER MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ILYASLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;ISKELEKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KADIKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KALAFAT MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KARABAHCE MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KARGIN MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KAYALIDERE MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KAYIRLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KIRCA MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KIZILCUKUR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KOZPINAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KOSELER MAH;10442
BALIKESIR;BIGADIC;SALMANLI;KURSU MAH;10442
BALIKESIR;BIGADIC;SALMANLI;MECIDIYE MAH;10442
BALIKESIR;BIGADIC;SALMANLI;MEYVALI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;OKCULAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;OKCULARYERI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;OSMANCA MAH;10442
BALIKESIR;BIGADIC;SALMANLI;OZGOREN MAH;10442
BALIKESIR;BIGADIC;SALMANLI;PANAYIR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;SALMANLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;TOPALAK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;TOZAGAN MAH;10442
BALIKESIR;BIGADIC;SALMANLI;TURFULLAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YAGCIBEDIR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YAGCILAR MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YENIKOY MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YOLBASI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YUKARICAMLI MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YUKARIGOCEK MAH;10442
BALIKESIR;BIGADIC;SALMANLI;YURUCEKLER MAH;10442
BALIKESIR;BURHANIYE;BURHANIYE;BAHCELIEVLER MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;GERIS MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;HACIAHMET MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;ISKELE MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;KOCACAMI MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;MAHKEME MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;MEMIS MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;OGRETMENLER MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;OREN MAH;10700
BALIKESIR;BURHANIYE;BURHANIYE;YUNUS MAH;10700
BALIKESIR;BURHANIYE;CORUK;AGACIK MAH;10702
BALIKESIR;BURHANIYE;CORUK;ALI CETINKAYA MAH;10702
BALIKESIR;BURHANIYE;CORUK;AVUNDUK MAH;10702
BALIKESIR;BURHANIYE;CORUK;BAHADINLI MAH;10702
BALIKESIR;BURHANIYE;CORUK;BOREZLI MAH;10702
BALIKESIR;BURHANIYE;CORUK;CALLI MAH;10702
BALIKESIR;BURHANIYE;CORUK;CAMTEPE MAH;10702
BALIKESIR;BURHANIYE;CORUK;CORUK MAH;10702
BALIKESIR;BURHANIYE;CORUK;DAMLALI MAH;10702
BALIKESIR;BURHANIYE;CORUK;DUTLUCA MAH;10702
BALIKESIR;BURHANIYE;CORUK;HACIBOZLAR MAH;10702
BALIKESIR;BURHANIYE;CORUK;HISARKOY MAH;10702
BALIKESIR;BURHANIYE;CORUK;KARADERE MAH;10702
BALIKESIR;BURHANIYE;CORUK;KIRTIK MAH;10702
BALIKESIR;BURHANIYE;CORUK;KIZIKLI MAH;10702
BALIKESIR;BURHANIYE;CORUK;KURUCAOLUK MAH;10702
BALIKESIR;BURHANIYE;CORUK;KUYUCAK MAH;10702
BALIKESIR;BURHANIYE;CORUK;KUYUMCU MAH;10702
BALIKESIR;BURHANIYE;CORUK;PELITKOY MAH;10702
BALIKESIR;BURHANIYE;CORUK;SUBEYLIDERE MAH;10702
BALIKESIR;BURHANIYE;CORUK;SAHINLER MAH;10702
BALIKESIR;BURHANIYE;CORUK;SARKOY MAH;10702
BALIKESIR;BURHANIYE;CORUK;SARKOY OSB MAH;10702
BALIKESIR;BURHANIYE;CORUK;TAHTACI MAH;10702
BALIKESIR;BURHANIYE;CORUK;TAYLIELI MAH;10702
BALIKESIR;BURHANIYE;CORUK;YABANCILAR MAH;10702
BALIKESIR;BURHANIYE;CORUK;YAYLACIK MAH;10702
BALIKESIR;BURHANIYE;CORUK;YUNUSLAR MAH;10702
BALIKESIR;BURHANIYE;PELITKOY;CUMHURIYET MAH;10730
BALIKESIR;BURHANIYE;PELITKOY;HURRIYET MAH;10730
BALIKESIR;DURSUNBEY;DURSUNBEY;BOZYOKUS MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;CEBECI MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;CAKMAK MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;CIFTCI MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;FERAH MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;ISTASYON MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;MOLLAOGLU MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;UCEYLUL MAH;10800
BALIKESIR;DURSUNBEY;DURSUNBEY;VAKIF MAH;10800
BALIKESIR;DURSUNBEY;HACILAR;ADAOREN MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;AKBASLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;AKCAGUNEY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;AKYAYLA MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ALACAM MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ALAGUNEY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ARIKLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ASAGIMUSALAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ASAGIYAGCILAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;AYVACIK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;AZIZIYE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;BAYIRYUZUGUNEY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;BEYCE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;BEYEL MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;BOYALICA MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;BUYUKAKCAALAN MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CAKIRCA MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CALTICAK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CAMHARMAN MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CAMKOY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CANAKCI MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CATALCAM MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CELIKLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;CINARKOY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DADA MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DEGIRMENCILER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DELICE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DEMIRCILER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DEREKOY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DOGANCILAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;DURABEYLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ERICEK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GAZELLIDERE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GOBUL MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GOKCEDAG MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GOKCEPINAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GOLCUK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GUGU MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;GURLEYEN MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HACIAHMETPINARI MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HACILAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HACIOMERLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HAMZACIK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HASANLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HINDIKLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HONDULAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;HOPANLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ISIKLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;IRFANIYE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;ISMAILLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARAGOZ MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARAKAYA MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARAMANLAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARAPINAR MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARDESLER MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KARYAGMAZ MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KAVACIK MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KAVAKKOY MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KAZIMIYE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KIZILCADERE MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KIZILOZ MAH;10802
BALIKESIR;DURSUNBEY;HACILAR;KIREC MAH;10802
